data/LibriSpeech/test-clean/61/70968/61-70968-0019.flac	 3.98	it is enough said george gamewell sharply
data/LibriSpeech/test-clean/61/70968/61-70968-0019.flac	 5.38	it is enough said george gamewell sharply as he turned upon the crowd
data/LibriSpeech/test-clean/61/70968/61-70968-0039.flac	 1.76	and mine is will stutley
data/LibriSpeech/test-clean/61/70968/61-70968-0039.flac	 3.38	and mine is will stutley shall we be comrades
data/LibriSpeech/test-clean/61/70968/61-70968-0003.flac	 0.99	he was like unto us
data/LibriSpeech/test-clean/61/70968/61-70968-0003.flac	 2.17	he was like unto my father in a way
data/LibriSpeech/test-clean/61/70968/61-70968-0003.flac	 3.98	he was like unto my father in a way and yet was not my father
data/LibriSpeech/test-clean/61/70968/61-70968-0054.flac	 7.59	mistress fitzhoothed had been carried off by the sheriffs daughter and her maids as soon as they had entered the house so that robin alone had the care of montviche
data/LibriSpeech/test-clean/61/70968/61-70968-0042.flac	 2.71	montfiche called out for robin to give him an arm
data/LibriSpeech/test-clean/61/70968/61-70968-0015.flac	 0.85	nade
data/LibriSpeech/test-clean/61/70968/61-70968-0015.flac	 3.07	nay we refuse their request most politely
data/LibriSpeech/test-clean/61/70968/61-70968-0015.flac	 5.18	nay we refuse their request most politely most noble said the little stroller
data/LibriSpeech/test-clean/61/70968/61-70968-0014.flac	 0.99	what is that
data/LibriSpeech/test-clean/61/70968/61-70968-0014.flac	 2.29	what is the tumult in rioting
data/LibriSpeech/test-clean/61/70968/61-70968-0014.flac	 4.28	what is the tumult in rioting cried out the squire authoritatively
data/LibriSpeech/test-clean/61/70968/61-70968-0014.flac	 7.12	what is the tumult in rioting cried out the squire authoritatively and he blew twice on the silver whistle which hung at his belt
data/LibriSpeech/test-clean/61/70968/61-70968-0043.flac	 1.31	friends
data/LibriSpeech/test-clean/61/70968/61-70968-0043.flac	 3.52	friends said montfiche faintly to the wrestlers
data/LibriSpeech/test-clean/61/70968/61-70968-0043.flac	 6.51	friends said montfiche faintly to the wrestlers bear us escort so far as the sheriffs house
data/LibriSpeech/test-clean/61/70968/61-70968-0055.flac	 3.47	robin was glad when at length they were left to their own devices
data/LibriSpeech/test-clean/61/70968/61-70968-0002.flac	 2.54	a golden fortune and a happy life
data/LibriSpeech/test-clean/61/70968/61-70968-0038.flac	 1.52	robin fitzsouff
data/LibriSpeech/test-clean/61/70968/61-70968-0018.flac	 0.64	so
data/LibriSpeech/test-clean/61/70968/61-70968-0018.flac	 1.97	so i did push this fellow
data/LibriSpeech/test-clean/61/70968/61-70968-0059.flac	 1.91	itll be no disappointment to me
data/LibriSpeech/test-clean/61/70968/61-70968-0022.flac	 2.90	tis fine for you to talk old man
data/LibriSpeech/test-clean/61/70968/61-70968-0022.flac	 4.54	tis fine for you to talk old man answered the leansolen apprentice
data/LibriSpeech/test-clean/61/70968/61-70968-0034.flac	 2.18	or montfiche or montfiche
data/LibriSpeech/test-clean/61/70968/61-70968-0034.flac	 4.01	a montviche a montviche game well to the rescue
data/LibriSpeech/test-clean/61/70968/61-70968-0029.flac	 3.39	the squire helped to thrust them all in and entered swiftly himself
data/LibriSpeech/test-clean/61/70968/61-70968-0005.flac	 2.25	this was so sweet a lady sir
data/LibriSpeech/test-clean/61/70968/61-70968-0005.flac	 3.67	this was so sweet a lady sir and in some manner i
data/LibriSpeech/test-clean/61/70968/61-70968-0005.flac	 4.77	this was so sweet a lady sir and in some manner i do think she died
data/LibriSpeech/test-clean/61/70968/61-70968-0052.flac	 2.53	but who is this fellow plucking at your steve
data/LibriSpeech/test-clean/61/70968/61-70968-0044.flac	 2.57	it will not be safe for you to stay here now
data/LibriSpeech/test-clean/61/70968/61-70968-0013.flac	 2.77	before them fled the stroller and his three sons
data/LibriSpeech/test-clean/61/70968/61-70968-0013.flac	 4.28	before them fled the stroller and his three sons capless and terrified
data/LibriSpeech/test-clean/61/70968/61-70968-0033.flac	 2.29	thrusting open the proper entrance of the tent
data/LibriSpeech/test-clean/61/70968/61-70968-0033.flac	 5.44	thrusting open the proper entrance of the tent robin suddenly rushed forth with his burden with a great shout
data/LibriSpeech/test-clean/61/70968/61-70968-0025.flac	 1.19	come to me men
data/LibriSpeech/test-clean/61/70968/61-70968-0025.flac	 1.84	come to me men here
data/LibriSpeech/test-clean/61/70968/61-70968-0025.flac	 2.48	come to me men here here
data/LibriSpeech/test-clean/61/70968/61-70968-0025.flac	 4.31	come to me men here here he raised his voice still louder
data/LibriSpeech/test-clean/61/70968/61-70968-0009.flac	 2.15	like as not young master
data/LibriSpeech/test-clean/61/70968/61-70968-0009.flac	 3.17	like as not young master though i am an
data/LibriSpeech/test-clean/61/70968/61-70968-0009.flac	 4.17	like as not young master though i am an old man
data/LibriSpeech/test-clean/61/70968/61-70968-0048.flac	 2.64	and henry might return to england at any moment
data/LibriSpeech/test-clean/61/70968/61-70968-0049.flac	 3.50	have your will child if the boy also wills it
data/LibriSpeech/test-clean/61/70968/61-70968-0049.flac	 7.93	have your will child if the boy also wills it montfiche answered feeling too ill to oppose anything very strongly just then
data/LibriSpeech/test-clean/61/70968/61-70968-0008.flac	 3.38	take your place and let us see what the crystal can show to you
data/LibriSpeech/test-clean/61/70968/61-70968-0024.flac	 2.04	spoke the squire losing all patient
data/LibriSpeech/test-clean/61/70968/61-70968-0024.flac	 5.95	spoke the squire losing all patient and it was to you that i gave another person consolation
data/LibriSpeech/test-clean/61/70968/61-70968-0032.flac	 2.30	he felt fur and found the wizards black cloth
data/LibriSpeech/test-clean/61/70968/61-70968-0032.flac	 4.17	he felt for and found the wizards black cloth the squire was quite out of breath
data/LibriSpeech/test-clean/61/70968/61-70968-0012.flac	 0.81	cries of
data/LibriSpeech/test-clean/61/70968/61-70968-0012.flac	 2.47	cries of anottingham anottingham
data/LibriSpeech/test-clean/61/70968/61-70968-0045.flac	 3.05	pray follow us with mine and my lord sheriffs men
data/LibriSpeech/test-clean/61/70968/61-70968-0053.flac	 3.74	he is my esquire excellency returned robin with dignity
data/LibriSpeech/test-clean/61/70968/61-70968-0004.flac	 2.31	also there was a stripling page
data/LibriSpeech/test-clean/61/70968/61-70968-0004.flac	 3.67	also there was a stripling page who turned into a maid
data/LibriSpeech/test-clean/61/70968/61-70968-0028.flac	 2.79	the headinchief of the riot the nottingham apprentice
data/LibriSpeech/test-clean/61/70968/61-70968-0028.flac	 5.19	the headinchief of the riot the nottingham apprentice with clenched fists threatened montfichet
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 0.96	just
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 1.70	just at the moment
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 5.07	just at the moment when the tears of the pitying beholders flowed fastest
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 8.93	just at the moment when the tears of the pitying beholders flowed fastest and their ejaculations were most expressive of despair
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 11.00	just at the moment when the tears of the pitying beholders flowed fastest and their ejaculations were most expressive of despair lyokadia gave signs of recovery
data/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac	 13.56	just at the moment when the tears of the pitying beholders flowed fastest and their ejaculations were most expressive of despair leokadia gave signs of recovery and brought back gladness to the hearts of all
data/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac	 1.94	rodolfo and his companions
data/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac	 4.18	rodolfo and his companions with their faces muffled in their cloaks
data/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac	 6.88	rudolfo and his companions with their faces muffled in their cloaks stared rudely and insolently at the mother
data/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac	 8.13	rodolfo and his companions with their faces muffled in their cloaks stared rudely and insolently at the mother the daughter and the servant
data/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac	 8.50	rodolfo and his companions with their faces muffled in their cloaks stared rudely and insolently at the mother the daughter and the servant maid
data/LibriSpeech/test-clean/5639/40744/5639-40744-0014.flac	 1.35	among other things on
data/LibriSpeech/test-clean/5639/40744/5639-40744-0014.flac	 5.52	among other things on which she cast her eyes was a small crucifix of solid silver
data/LibriSpeech/test-clean/5639/40744/5639-40744-0014.flac	 7.48	among other things on which she cast her eyes was a small crucifix of solid silver standing on a cabinet near the window
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 1.19	all rows to
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 2.38	all rose to do her reverence
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 5.69	reverence as if something from heaven had miraculously appeared before them
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 7.62	all rose to do her reverence as if something from heaven had miraculously appeared before them but gazing on her
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 9.41	all rose to do her reverence as if something from heaven had miraculously appeared before them but gazing on her entranced with admiration
data/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac	 12.58	all rose to do her reverence as if something from heaven had miraculously appeared before them but gazing on her and trans with admiration not one of them was able to address a single word to her
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 1.55	time rolled on
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 3.88	time rolled on the hour of her delivery arrived
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 4.82	time rolled on the hour of her delivery arrived it took place
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 6.22	time rolled on the hour of her delivery arrived it took place in the utmost secrecy
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 9.44	time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 11.22	time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife as she gave birth to a son
data/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac	 13.51	time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife as she gave birth to a son one of the most beautiful ever seen
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 2.04	that would be very well my child
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 3.28	that would be very well my child replied her father
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 6.66	that would be very well my child replied her father if your plan were not liable to be frustrated by ordinary cunning
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 10.00	that would be very well my child replied her father if your plan were not liable to be frustrated by ordinary cunning but no doubt this image had been already missed by its owner
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 12.02	that would be very well my child replied her father if your plan were not liable to be frustrated by ordinary cunning but no doubt this image had been already missed by its owner and he will have set it down for certain
data/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac	 15.12	that would be very well my child replied her father if your plan were not liable to be frustrated by ordinary cunning but no doubt this image had been already missed by its owner and he will have set it down for certain that it was taken out of the room by the person he locked up there
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 1.05	what you had
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 2.47	what you had best do my child
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 3.46	what you had best do my child is to keep it
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 4.70	what you had best do my child is to keep it and pray to it
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 6.72	what you had best do my child is to keep it and pray to it that since it was a witness
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 7.76	what you had best do my child is to keep it and pray to it that since it was a witness to your undoing
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 10.19	what you had best do my child is to keep it and pray to it that since it was a witness to your undoing it will deign to vindicate your cause
data/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac	 11.73	what you had best do my child is to keep it and pray to it that since it was a witness to your undoing it will deign to vindicate your cause by its righteous judgment
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 2.22	when the boy walked through the streets
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 4.36	when the boy walked through the streets blessings were showered upon him
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 5.77	when the boy walked through the streets blessings were showered upon him by all who saw him
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 6.63	when the boy walked through the streets blessings were showered upon him by all who saw him
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 7.58	when the boy walked through the streets blessings were showered upon him by all who saw him blessing upon his beauty
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 9.19	when the boy walked through the streets blessings were showered upon him by all who saw him blessing upon his beauty upon the mother that bore him
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 10.97	when the boy walked through the streets blessings were showered upon him by all who saw him blessing upon his beauty upon the mother that bore him upon the father that begot him
data/LibriSpeech/test-clean/5639/40744/5639-40744-0023.flac	 13.50	when the boy walked through the streets blessings were showered upon him by all who saw him blessing upon his beauty upon the mother that bore him upon the father that begot him upon those who brought him up so well
